id,code,display_line_1,display_line_2,display_line_3,REGIMEN_CODE_HX
|*1AD3/W,*1AD3/W,-,สัปดาห์ละ 3 ครั้ง ก่อนอาหาร เย็น,-,-
|*1AD4/W,*1AD4/W,-,สัปดาห์ละ 4 ครั้ง ก่อนอาหาร เย็น,-,-
|*1AD5/W,*1AD5/W,-,สัปดาห์ละ 5 ครั้ง ก่อนอาหาร เย็น,-,-
|*1AD6/W,*1AD6/W,-,สัปดาห์ละ 6 ครั้ง ก่อนอาหาร เย็น,-,-
|*1ADAD,*1ADAD,-,ก่อนอาหารเย็น (วัน เว้น วัน),-,-
|*1AEOD,*1AEOD,-,ก่อนอาหาร เช้า วันเว้นวัน,-,-
|*1AL,*1AL,-,ก่อนอาหาร กลางวัน,-,-
|*1AL1/M,*1AL1/M,-,เดือนละ 1 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL1/W,*1AL1/W,-,สัปดาห์ละ 1 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL2/M,*1AL2/M,-,เดือนละ 2 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL2/W,*1AL2/W,-,สัปดาห์ละ 2 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL3/W,*1AL3/W,-,สัปดาห์ละ 3 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL4/W,*1AL4/W,-,สัปดาห์ละ 4 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL5/W,*1AL5/W,-,สัปดาห์ละ 5 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1AL6/W,*1AL6/W,-,สัปดาห์ละ 6 ครั้ง ก่อนอาหาร กลางวัน,-,-
|*1ALAD,*1ALAD,-,ก่อนอาหารเที่ยง (วัน เว้น วัน),-,-
|*1AMDOC,*1AMDOC,-,ครั้งละ 1 หลอด ตามแพทย์สั่ง,-,-
|*1B,*1B,-,ตอนเช้า,-,-
|*1B1/M,*1B1/M,-,เดือนละ 1 ครั้ง เช้า,-,-
|*1B2/M,*1B2/M,-,เดือนละ 2 ครั้ง เช้า,-,-
|*1CB,*1CB,-,พร้อมอาหาร เช้า,-,-
|*1CB1/M,*1CB1/M,-,เดือนละ 1 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB1/W,*1CB1/W,-,สัปดาห์ละ 1 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB2/M,*1CB2/M,-,เดือนละ 2 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB2/W,*1CB2/W,-,สัปดาห์ละ 2 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB3/W,*1CB3/W,-,สัปดาห์ละ 3 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB4/W,*1CB4/W,-,สัปดาห์ละ 4 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB5/W,*1CB5/W,-,สัปดาห์ละ 5 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CB6/W,*1CB6/W,-,สัปดาห์ละ 6 ครั้ง พร้อมอาหาร เช้า,-,-
|*1CD,*1CD,-,พร้อมอาหาร เย็น,-,-
|*1CD1/M,*1CD1/M,-,เดือนละ 1 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD1/W,*1CD1/W,-,สัปดาห์ละ 1 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD2/M,*1CD2/M,-,เดือนละ 2 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD2/W,*1CD2/W,-,สัปดาห์ละ 2 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD3/W,*1CD3/W,-,สัปดาห์ละ 3 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD4/W,*1CD4/W,-,สัปดาห์ละ 4 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD5/W,*1CD5/W,-,สัปดาห์ละ 5 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CD6/W,*1CD6/W,-,สัปดาห์ละ 6 ครั้ง พร้อมอาหาร เย็น,-,-
|*1CEOD,*1CEOD,-,พร้อมอาหาร เช้า วันเว้นวัน,-,-
|*1CL,*1CL,-,พร้อมอาหาร กลางวัน,-,-
|*1CL1/M,*1CL1/M,-,เดือนละ 1 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL1/W,*1CL1/W,-,สัปดาห์ละ 1 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL2/M,*1CL2/M,-,เดือนละ 2 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL2/W,*1CL2/W,-,สัปดาห์ละ 2 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL3/W,*1CL3/W,-,สัปดาห์ละ 3 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL4/W,*1CL4/W,-,สัปดาห์ละ 4 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL5/W,*1CL5/W,-,สัปดาห์ละ 5 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CL6/W,*1CL6/W,-,สัปดาห์ละ 6 ครั้ง พร้อมอาหาร กลางวัน,-,-
|*1CY,*1CY,-,1 ครั้งต่อรอบการทำเคมีบำบัด,-,-
|*1D1/M,*1D1/M,-,เดือนละ 1 ครั้ง เย็น,-,-
|*1D2/M,*1D2/M,-,เดือนละ 2 ครั้ง เย็น,-,-
|*1DB,*1DB,-,วันละ 1 ครั้ง เช้า,-,-
|*1DC,*1DC,-,วันละ 1 ครั้งพร้อมอาหาร,-,-
|*1EA,*1EA,-,วันละ 1 ครั้ง (ข้างใดข้างหนึ่ง),-,-
|*1F,*1F,-,วันละ 1 ครั้งพร้อมอาหารคำแรก เช้า,-,-
|*1H1/M,*1H1/M,-,เดือนละ 1 ครั้ง ก่อนนอน,-,-
|*1H1/W,*1H1/W,-,สัปดาห์ละ 1 ครั้ง ก่อนนอน,-,-
|*1H2/M,*1H2/M,-,เดือนละ 2 ครั้ง ก่อนนอน,-,-
|*1H2/W,*1H2/W,-,สัปดาห์ละ 2 ครั้ง ก่อนนอน,-,-
|*1H3/W,*1H3/W,-,สัปดาห์ละ 3 ครั้ง ก่อนนอน,-,-
|*1H4/W,*1H4/W,-,สัปดาห์ละ 4 ครั้ง ก่อนนอน,-,-
|*1H5/W,*1H5/W,-,สัปดาห์ละ 5 ครั้ง ก่อนนอน,-,-
|*1H6/W,*1H6/W,-,สัปดาห์ละ 6 ครั้ง ก่อนนอน,-,-
|*1HDOC,*1HDOC,-,ก่อนนอน (เวลาท้องผูก) หรือตามวันที่แพทย์สั่ง,-,-
|*1HEOD,*1HEOD,-,ก่อนนอน วันเว้นวัน,-,-
|*1L,*1L,-,ตอนเที่ยง,-,-
|*1L1/M,*1L1/M,-,เดือนละ 1 ครั้ง กลางวัน,-,-
|*1L2/M,*1L2/M,-,เดือนละ 2 ครั้ง กลางวัน,-,-
|*1P,*1P,รับประทานครั้งละ  ซีซี,หลังอาหาร เช้า,-,O
|*1P1,*1P1,-,หลังอาหาร 1ชม.เช้า,-,-
|*1P3D2P,*1P3D2P,-,รับประทาน 1เม็ดหลังอาหารเช้า 3วัน,ต่อไป ครั้งละ1เม็ดหลังอาหารเช้า-เย็น,-
|*1PB,*1PB,-,หลังอาหาร เช้า,-,-
|*1PB1/M,*1PB1/M,-,เดือนละ 1 ครั้ง หลังอาหาร เช้า,-,-
|*1PB1/W,*1PB1/W,-,สัปดาห์ละ 1 ครั้ง หลังอาหาร เช้า,-,-
|*1PB2/M,*1PB2/M,-,เดือนละ 2 ครั้ง หลังอาหาร เช้า,-,-
|*1PB2/W,*1PB2/W,-,สัปดาห์ละ 2 ครั้ง หลังอาหาร เช้า,-,-
|*1PB3/W,*1PB3/W,-,สัปดาห์ละ 3 ครั้ง หลังอาหาร เช้า,-,-
|*1PB4/W,*1PB4/W,-,สัปดาห์ละ 4 ครั้ง หลังอาหาร เช้า,-,-
|*1PB5/W,*1PB5/W,-,สัปดาห์ละ 5 ครั้ง หลังอาหาร เช้า,-,-
|*1PB6/W,*1PB6/W,-,สัปดาห์ละ 6 ครั้ง หลังอาหาร เช้า,-,-
|*1PBI,*1PBI,-,หลังอาหาร เช้าทันที,-,-
|*1PD1/M,*1PD1/M,-,เดือนละ 1 ครั้ง หลังอาหาร เย็น,-,-
|*1PD1/W,*1PD1/W,-,สัปดาห์ละ 1 ครั้ง หลังอาหาร เย็น,-,-
|*1PD2/M,*1PD2/M,-,เดือนละ 2 ครั้ง หลังอาหาร เย็น,-,-
|*1PD2/W,*1PD2/W,-,สัปดาห์ละ 2 ครั้ง หลังอาหาร เย็น,-,-
|*1PD3/W,*1PD3/W,-,สัปดาห์ละ 3 ครั้ง หลังอาหาร เย็น,-,-
|*1PD4/W,*1PD4/W,-,สัปดาห์ละ 4 ครั้ง หลังอาหาร เย็น,-,-
|*1PD5/W,*1PD5/W,-,สัปดาห์ละ 5 ครั้ง หลังอาหาร เย็น,-,-
|*1PD6/W,*1PD6/W,-,สัปดาห์ละ 6 ครั้ง หลังอาหาร เย็น,-,-
|*1PEOD,*1PEOD,-,หลังอาหาร เช้า วันเว้นวัน,-,-
|*1PL1/M,*1PL1/M,-,เดือนละ 1 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL1/W,*1PL1/W,-,สัปดาห์ละ 1 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL2/M,*1PL2/M,-,เดือนละ 2 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL2/W,*1PL2/W,-,สัปดาห์ละ 2 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL3/W,*1PL3/W,-,สัปดาห์ละ 3 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL4/W,*1PL4/W,-,สัปดาห์ละ 4 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL5/W,*1PL5/W,-,สัปดาห์ละ 5 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PL6/W,*1PL6/W,-,สัปดาห์ละ 6 ครั้ง หลังอาหาร กลางวัน,-,-
|*1PLAD,*1PLAD,-,หลังอาหารเที่ยง (วัน เว้น วัน),-,-
|*1PT,*1PT,-,วันละ 1 ครั้ง หลังอาหารเช้าทันที,-,-
|*1T00,*1T00,-,วันละ 1 ครั้ง เวลา 0.00 น.,-,-
|*1T01,*1T01,-,วันละ 1 ครั้ง เวลา 1:00 น.,-,-
|*1T02,*1T02,-,วันละ 1 ครั้ง เวลา 2:00 น.,-,-
|*1T03,*1T03,-,วันละ 1 ครั้ง เวลา 3:00 น.,-,-
|*1T04,*1T04,-,วันละ 1 ครั้ง เวลา 4:00 น.,-,-
|*1T05,*1T05,-,วันละ 1 ครั้ง เวลา 5:00 น.,-,-
|*1T06,*1T06,-,วันละ 1 ครั้ง เวลา 6:00 น.,-,-
|*1T07,*1T07,-,วันละ 1 ครั้ง เวลา 7:00 น.,-,-
|*1T08,*1T08,-,วันละ 1 ครั้ง เวลา 8:00 น.,-,-
|*1T09,*1T09,-,วันละ 1 ครั้ง เวลา 9:00 น.,-,-
|*1T10,*1T10,-,วันละ 1 ครั้ง เวลา 10:00 น.,-,-
|*1T11,*1T11,-,วันละ 1 ครั้ง เวลา 11:00 น.,-,-
|*1T12,*1T12,-,วันละ 1 ครั้ง เวลา 12:00 น.,-,-
|*1T13,*1T13,-,วันละ 1 ครั้ง เวลา 13:00 น.,-,-
|*1T14,*1T14,-,วันละ 1 ครั้ง เวลา 14:00 น.,-,-
|*1T15,*1T15,-,วันละ 1 ครั้ง เวลา 15:00 น.,-,-
|*1T16,*1T16,-,วันละ 1 ครั้ง เวลา 16:00 น.,-,-
|*1T17,*1T17,-,วันละ 1 ครั้ง เวลา 17:00 น.,-,-
|*1T18,*1T18,-,วันละ 1 ครั้ง เวลา 18:00 น.,-,-
|*1T19,*1T19,-,วันละ 1 ครั้ง เวลา 19:00 น.,-,-
|*1T20,*1T20,-,วันละ 1 ครั้ง เวลา 20:00 น.,-,-
|*1T21,*1T21,-,วันละ 1 ครั้ง เวลา 21:00 น.,-,-
|*1T22,*1T22,-,วันละ 1 ครั้ง เวลา 22:00 น.,-,-
|*1T23,*1T23,-,วันละ 1 ครั้ง เวลา 23:00 น.,-,-
|*1T24,*1T24,-,วันละ 1 ครั้ง เวลา 24:00 น.,-,-
|*1W,*1W,ฉีดใต้ผิวหนัง  มิลลิกรัม,สัปดาห์ละ 1 ครั้ง,-,SC
|*2,*2,ล้างจมูก  ,วันละ 2 ครั้ง,-,RN
|*2/W,*2/W,-,สัปดาห์ละ 2 ครั้ง,-,-
|*21/M,*21/M,-,วันละ 1 ครั้ง ติดต่อกัน 21 วัน,จากนั้น เว้น 7 วัน,-
|*22/M,*22/M,-,วันละ 1 ครั้ง ติดต่อกัน 22 วัน,จากนั้น เว้น 6 วัน,-
|*24/M,*24/M,-,วันละ 1 ครั้ง ติดต่อกัน 24 วัน,จากนั้น เว้น 4 วัน,-
|*250MGW,*250MGW,-,ครั้งละ 250MG สัปดาห์ละ 1 ครั้ง,-,-
|*2A1,*2A1,-,ก่อนอาหาร 1 ชั่วโมง เช้า เย็น,-,-
|*2ABD,*2ABD,-,วันละ 2 ครั้ง ก่อนอาหาร เช้า เย็น,-,-
|*2ABL,*2ABL,-,วันละ 2 ครั้ง ก่อนอาหาร เช้า กลางวัน,-,-
|*2ADH,*2ADH,-,วันละ 2 ครั้ง ก่อนอาหาร เย็น ก่อนนอน,-,-
|*2ALD,*2ALD,-,วันละ 2 ครั้ง ก่อนอาหาร กลางวัน เย็น,-,-
|*2ALH,*2ALH,-,วันละ 2 ครั้ง ก่อนอาหาร กลางวัน ก่อนนอน,-,-
|*2BD,*2BD,-,ตอนเช้า เย็น,-,-
|*2BL,*2BL,-,ตอนเช้า และเที่ยง,-,-
|*2CBD,*2CBD,-,วันละ 2 ครั้ง พร้อมอาหาร เช้า เย็น,-,-
|*2CBH,*2CBH,-,วันละ 2 ครั้ง พร้อมอาหาร เช้า ก่อนนอน,-,-
|*2CBL,*2CBL,-,วันละ 2 ครั้ง พร้อมอาหาร เช้า กลางวัน,-,-
|*2CDH,*2CDH,-,วันละ 2 ครั้ง พร้อมอาหาร เย็น ก่อนนอน,-,-
|*2CLD,*2CLD,-,วันละ 2 ครั้ง พร้อมอาหาร กลางวัน เย็น,-,-
|*2CLH,*2CLH,-,วันละ 2 ครั้ง พร้อมอาหาร กลางวัน ก่อนนอน,-,-
|*2DH,*2DH,-,วันละ 2 ครั้ง เย็น ก่อนนอน,-,-
|*2EP,*2EP,-,วันละ 2 ครั้ง(เวลาคัดจมูกหรือมีเลือดกำเดา),-,-
|*2F,*2F,-,วันละ 2 ครั้งพร้อมอาหารคำแรก เช้า-เย็น,-,-
|*2LD,*2LD,-,วันละ 2 ครั้ง กลางวัน เย็น,-,-
|*2LH,*2LH,-,วันละ 2 ครั้ง กลางวัน ก่อนนอน,-,-
|*2P,*2P,รับประทานครั้งละ  ซีซี,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,O
|*2PAD,*2PAD,-,หลังอาหารเช้า เย็น (วัน เว้น วัน),-,-
|*2PBD,*2PBD,-,วันละ 2 ครั้ง หลังอาหาร เช้า เย็น,-,-
|*2PDH,*2PDH,-,วันละ 2 ครั้ง หลังอาหาร เย็น ก่อนนอน,-,-
|*2PLH,*2PLH,-,วันละ 2 ครั้ง หลังอาหาร กลางวัน ก่อนนอน,-,-
|*2T,*2T,-,วันละ 2 ครั้ง เวลา _______ และ _______ น.,-,-
|*2T0517,*2T0517,-,วันละ 2 ครั้ง เวลา 5:00 และ 17:00 น.,-,-
|*2T0618,*2T0618,-,วันละ 2 ครั้ง เวลา 6:00 และ 18:00 น.,-,-
|*2T0719,*2T0719,-,วันละ 2 ครั้ง เวลา 7:00 และ 19:00 น.,-,-
|*2T0820,*2T0820,-,วันละ 2 ครั้ง เวลา 8:00 และ 20:00 น.,-,-
|*2T0921,*2T0921,-,วันละ 2 ครั้ง เวลา 9:00 และ 21:00 น.,-,-
|*2T1022,*2T1022,-,วันละ 2 ครั้ง เวลา 10:00 และ 22:00 น.,-,-
|*2T1123,*2T1123,-,วันละ 2 ครั้ง เวลา 11:00 และ 23:00 น.,-,-
|*2V,*2V,-,ใช้ครั้งละ 2 ขวด,-,-
|*2WF,*2WF,-,วันละ 2 ครั้ง (ทาหลังอาบน้ำ),-,-
|*3/W,*3/W,-,สัปดาห์ละ 3 ครั้ง,-,-
|*30S,*30S,-,30 นาที ก่อนมีเพศสัมพันธ์,-,-
|*34D,*34D,-,วันละ 3-4 ครั้ง,-,-
|*3A15,*3A15,-,ก่อนอาหาร 15 นาที เช้า กลางวัน เย็น,-,-
|*3ABDH,*3ABDH,-,วันละ 3 ครั้ง ก่อนอาหาร เช้า เย็น ก่อนนอน,-,-
|*3ABLD,*3ABLD,-,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน เย็น,-,-
|*3ABLH,*3ABLH,-,วันละ 3 ครั้ง ก่อนอาหาร เช้า กลางวัน ก่อนนอน,-,-
|*3ALDH,*3ALDH,-,วันละ 3 ครั้ง ก่อนอาหาร กลางวัน เย็น ก่อนนอน,-,-
|*3C,*3C,-,วันละ 3 ครั้ง พร้อมอาหาร เช้า กลางวัน เย็น,-,-
|*3CBDH,*3CBDH,-,วันละ 3 ครั้ง พร้อมอาหาร เช้า เย็น ก่อนนอน,-,-
|*3CBLD,*3CBLD,-,วันละ 3 ครั้ง พร้อมอาหาร เช้า กลางวัน เย็น,-,-
|*3CBLH,*3CBLH,-,วันละ 3 ครั้ง พร้อมอาหาร เช้า กลางวัน ก่อนนอน,-,-
|*3CLDH,*3CLDH,-,วันละ 3 ครั้ง พร้อมอาหาร กลางวัน เย็น ก่อนนอน,-,-
|*3F,*3F,-,วันละ 3 ครั้งพร้อมอาหารคำแรก เช้า กลางวัน เย็น,-,-
|*3MEH,*3MEH,-,วันละ 3 ครั้ง เช้า เย็น ก่อนนอน,-,-
|*3MNE,*3MNE,-,วันละ 3 ครั้ง เช้า กลางวัน เย็น,-,-
|*3MNH,*3MNH,-,วันละ 3 ครั้ง เช้า กลางวัน ก่อนนอน,-,-
|*3NEH,*3NEH,-,วันละ 3 ครั้ง กลางวัน เย็น ก่อนนอน,-,-
|*3PBLD,*3PBLD,-,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,-,-
|*3PLDH,*3PLDH,-,วันละ 3 ครั้ง หลังอาหาร กลางวัน เย็น ก่อนนอน,-,-
|*3PT,*3PT,-,วันละ 3 ครั้ง หลังอาหาร เช้า กลางวัน เย็น ทันที,-,-
|*4/W,*4/W,-,สัปดาห์ละ 4 ครั้ง,-,-
|*4A1,*4A1,-,ก่อนอาหารเช้า 1 ชั่วโมง เช้า กลางวัน เย็น,ก่อนนอน,-
|*4A15,*4A15,-,ก่อนอาหาร 15 นาที เช้า กลางวัน เย็น,ก่อนนอน,-
|*4C,*4C,-,วันละ 4 ครั้ง พร้อมอาหาร เช้า กลางวัน เย็น,ก่อนนอน,-
|*4EIR,*4EIR,-,เช้า กลางวัน เย็น ก่อนนอน(เวลาเคืองตา),-,-
|*4F,*4F,-,วันละ 4 ครั้งพร้อมอาหารคำแรก เช้า กลางวัน เย็น,ก่อนนอน,-
|*4PT,*4PT,-,วันละ 4 ครั้ง หลังอาหาร เช้า กลางวัน เย็น,ก่อนนอน ทันที,-
|*5/W,*5/W,-,สัปดาห์ละ 5 ครั้ง,-,-
|*56D,*56D,-,วันละ 5-6 ครั้ง,-,-
|*6,*6,-,วันละ 6 ครั้ง,-,-
|*6/W,*6/W,-,สัปดาห์ละ 6 ครั้ง,-,-
|*ABD,*ABD,-,____เม็ด เช้า และ,-,-
|*ABDH,*ABDH,-,___เม็ด เย็น (ก่อนอาหาร) ___เม็ด ก่อนนอน,-,-
|*ABL,*ABL,-,-,-,-
|*ABLD,*ABLD,-,___เม็ดกลางวัน____เม็ด เย็น (ก่อนอาหาร),-,-
|*ABLDH,*ABLDH,-,-,-,-
|*AMIO,*AMIO,-,เจือจางด้วย D5W เท่านั้น,-,-
|*ASAX,*ASAX,-,มหาหิงค์ ( ใช้ทาท้องเด็ก แก้ท้องอืด ),-,-
|*ASC,*ASC,-,ทาเส้นผมและหนังศีรษะทิ้งไว้___นาทีแล้วล้าง,-,-
|*BBB,*BBB,-,ทาผิวแห้งบ่อยๆ,-,-
|*BLD,*BLD,-,-,-,-
|*BLDH,*BLDH,-,___เม็ด เช้า,____เม็ดกลางวัน___เม็ดเย็น___เม็ดก่อนนอน,-
|*BOR,*BOR,-,ก่อนผ่าตัด,-,-
|*CALC,*CALC,-,เจือจางด้วย D5W__Max Conc 20 mg/ml,-,-
|*CANDID,*CANDID,-,ทาในช่องปากครั้งละ 10 หยดวันละ 3-4 ครั้ง,-,-
